PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
0ZuUb,8/pp3ppp/5k2/8/8/5K2/PPbr1P1P/2R1R3 w - - 4 26,e1e2 c2d1 c1d1 d2d1,1828,74,92,1113,advantage endgame master pin short,https://lichess.org/pPGChfH4#51
0SZ0Q,5r1k/pp3P1p/2p5/5R2/2p1pP1B/3n4/P7/1K6 b - - 2 40,e4e3 h4f6,1352,159,100,69,endgame mate mateIn1 oneMove,https://lichess.org/DN1ozG7Y/black#80
0A6oD,7r/pp1b1k1p/4pp2/2Q5/8/1q1P1BP1/5P1P/3R1K2 b - - 7 30,d7c6 f3h5 f7g7 c5e7,1763,75,94,3225,advantage endgame short,https://lichess.org/OC4nnvyC/black#60
0aXMM,1n3k1b/1pp1q2p/3p1n1P/3P1pp1/4p3/1P2P3/rBPQ1PP1/2KR1B1R w - - 1 20,c1b1 a2b2 b1b2 f6d5 b2c1 d5c3,2256,81,90,568,advantage discoveredAttack long middlegame queensideAttack,https://lichess.org/bz6OH388#39
0wGkM,2r2k2/2r3p1/5p1q/P3pP2/3pP3/1Qp4R/P5PP/1R4K1 b - - 3 34,h6h3 g2h3 d4d3 g1f2,1582,500,100,0,defensiveMove endgame equality hangingPiece short,https://lichess.org/Ejh81TON/black#68
0bhEa,3r1k1r/Q1p3pp/3b1pq1/5n2/3P4/2P1B3/PP1N1PPP/R4RK1 w - - 1 17,d2e4 f5e3 f2e3 g6e4,1485,75,100,2233,advantage discoveredAttack middlegame short,https://lichess.org/6uYzaeSC#33
0pLHn,8/1r3p1p/2R1p1p1/1P2k3/P2p4/1B1b3P/5PP1/6K1 w - - 0 33,b5b6 d3e4 c6c5 e5d6 c5c4 b7b6,2209,76,91,915,advantage defensiveMove endgame long,https://lichess.org/U8TEqQMA#65
0ojMI,8/2k5/7p/pR1Bb3/6PP/4r1PK/8/8 w - - 3 39,g4g5 e3g3 h3h2 g3b3 h2g2 b3b5,1168,77,90,388,crushing discoveredAttack endgame long,https://lichess.org/twKQIY6q#77
051He,8/6k1/2b5/6P1/2N4P/3r4/P4P1K/8 b - - 7 54,g7g6 c4e5 g6h5 e5d3,851,80,100,98,crushing endgame fork short,https://lichess.org/ZDJMtAjQ/black#108
0shhj,r1b2rk1/ppp2ppp/2np4/4p2n/2P1PP1q/PP1P3P/1B1QN1P1/R2K1B1R b - - 4 14,h5f4 g2g3 h4h5 g3f4,1382,75,93,4388,advantage fork opening short,https://lichess.org/oqtG0dwl/black#28
0Hexd,8/4q1k1/p3p2n/Pp1pP1p1/1PpP1nP1/2P1QNK1/6B1/8 b - - 5 33,e7f7 f3g5 f4g2 g3g2,1730,75,90,1110,advantage endgame short,https://lichess.org/U6yvqHXD/black#66
0FnTv,2rR4/2P2ppk/3Bp3/8/4P3/5n1p/8/2K5 b - - 1 38,h3h2 d6h2 c8c7 h2c7,1572,74,88,358,advantage endgame short,https://lichess.org/BX6RLaEf/black#76
0Wsil,6rk/1B2R3/p7/2P5/8/3P3K/PP6/5r1q w - - 2 36,b7h1 f1h1,887,88,96,412,endgame mate mateIn1 oneMove,https://lichess.org/2s13wYAS#71
0sKjG,8/1B3b2/p2k1P2/1p6/1p1K4/1P6/2P5/8 b - - 4 47,d6e6 b7d5 e6f6 d5f7,1099,79,85,80,bishopEndgame crushing endgame short,https://lichess.org/4i37jBGv/black#94
0SRTO,1r2r1k1/2R1ppbp/pP4p1/2BP4/N1n1nP2/7P/4N1P1/5RK1 w - - 0 30,c7e7 e4c5 e7e8 b8e8,1500,500,100,0,crushing middlegame short,https://lichess.org/iIWNM0l0#59
0rNP6,8/8/2r5/PR6/5pkp/8/6KP/8 w - - 0 48,b5b4 h4h3 g2f2 c6c2 f2g1 c2c1,2319,122,100,24,crushing endgame long rookEndgame,https://lichess.org/XvQb55Pe#95
0U3UZ,1n1r3r/pkpq2b1/1p6/1PPp4/3Pp3/P3P1Pp/3NQP1P/R1R3K1 b - - 0 23,h8f8 c5c6 b8c6 b5c6 d7c6 c1c6,1060,81,93,649,crushing fork long middlegame,https://lichess.org/EINra4No/black#46
0S1zU,r3rbk1/1p1b1p1p/2p2PN1/3p4/3B4/P3n1QP/3q2P1/RB3RK1 b - - 0 26,f7g6 f6f7,1055,76,86,97,advancedPawn master mate mateIn1 middlegame oneMove,https://lichess.org/qc7z8pkJ/black#52
0NTVA,2r3k1/5np1/1Q4Rp/p4Pq1/P1p3P1/8/KP5P/8 b - - 2 34,g5f4 b6f6 f4e5 g6g7 g8h8 g7f7 e5f6 f7f6,2267,83,76,177,advantage deflection discoveredAttack endgame pin veryLong,https://lichess.org/OYZOCPkk/black#68
0q5nG,1r1qkb1r/p1pn2pb/1p2p2n/1B2P2P/8/2N2Q2/PP3PP1/2KR2NR b k - 1 18,a7a6 b5d7 d8d7 d1d7,1751,83,78,40,crushing opening short,https://lichess.org/cRDIccMM/black#36
0noaG,6k1/5ppp/p7/3r4/4p3/1P6/P4PPP/4R1K1 w - - 0 27,e1e4 d5d1 e4e1 d1e1,600,104,56,166,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/hM61yM8e#53
0X4Eo,R7/3P4/8/6K1/P5p1/6kp/5r2/8 b - - 0 50,f2d2 d7d8q d2d8 a8d8,1119,77,85,117,advancedPawn crushing endgame promotion short,https://lichess.org/yzyJ7VNW/black#100
04SG4,4r3/1p5R/p2kb3/4nr2/3Q4/3P4/qPP3P1/2K1RB2 b - - 0 26,d6c6 e1e5 a2b1 c1d2 f5e5 d4e5 b1c2 d2c2,2421,94,90,700,crushing middlegame veryLong,https://lichess.org/BUyNhl0L/black#52
0N9Gn,r4Q1k/pp5p/4N3/3pq1p1/2p5/8/P1P3PP/5RK1 b - - 1 24,a8f8 f1f8,1082,100,80,37,endgame mate mateIn1 oneMove,https://lichess.org/Lq9jmYYs/black#48
0jVkr,8/4p3/8/p1p2k2/1p2nn2/6R1/1PP2N2/1K6 w - - 5 42,g3f3 e4d2 b1a2 d2f3,914,82,80,44,crushing endgame fork master short,https://lichess.org/tZaf5M1u#83
0tE1I,rn1q1rk1/pp3ppp/3b1n2/2p1N3/8/2N5/PPP1QPPP/R1B2RK1 w - - 1 12,f1e1 d6e5 e2e5 f8e8 e5e8 f6e8,2129,76,100,293,crushing long opening,https://lichess.org/0ZwMgrfj#23
0JzgG,rnb2rk1/pp3ppp/1qp2n2/4p3/4P3/1B1P1N2/PPP2KPP/RNBQ1R2 w - - 4 9,c1e3 f6g4 f2g3 g4e3,1631,133,62,15,advantage deflection opening short,https://lichess.org/xBsbrfnn#17
0X2SX,r1b1r2k/pp2q1p1/5n1p/4P3/2p5/P1P1Q2P/1PB3P1/3R1RK1 b - - 0 24,e7e5 e3e5 e8e5 d1d8 f6g8 f1f8,1654,272,100,6,crushing kingsideAttack long middlegame,https://lichess.org/lNp9XFoP/black#48
0guW6,8/6Kp/8/5k1P/8/8/8/8 b - - 0 57,f5g5 h5h6 g5f5 g7h7 f5f6 h7g8,899,80,100,433,crushing endgame long pawnEndgame,https://lichess.org/v0NFjzFH/black#114
0ztR5,r1bq1rk1/pp2n1bp/2n1p1p1/1N1p4/2P2B2/5NP1/PP3PBP/R2Q1RK1 w - - 2 15,b5c7 f8f4 c7e6 c8e6,1922,75,91,212,advantage opening short,https://lichess.org/rFJMJ8rm#29
0VauN,2rr2k1/p4ppp/1p1Rp1b1/4P3/1P6/P3P3/1B4PP/3R2K1 b - - 2 23,g6h5 d6d8 c8d8 d1d8,678,103,81,325,backRankMate endgame mate mateIn2 short,https://lichess.org/RMevQlEW/black#46
087yb,r5r1/5Rpk/2p4p/pp1q3P/8/P1PP2Q1/2P3P1/R5K1 w - - 0 22,g3g4 d5f7 g4g6 f7g6,1047,78,85,160,crushing endgame hangingPiece short,https://lichess.org/cTldhxt1#43
0GXKl,r4r1k/2p1NRpp/p7/1p1Q4/4n3/1P4PP/4q1PK/3R4 b - - 0 27,e4c3 f7f8 a8f8 d5f7 e2e7 f7e7,2349,79,85,60,clearance crushing long middlegame,https://lichess.org/p9dkq5f8/black#54
0ZTbF,1r3r1k/2pq2bp/p2p2p1/1p1P1b2/3N4/1P3N1P/PB4P1/RB1Q3K b - - 4 28,b8e8 b1f5 f8f5 d4f5,1708,91,79,31,advantage middlegame short,https://lichess.org/FEMQ9RJq/black#56
0YEhY,8/1p3pk1/pQ1bp1p1/3q4/P2P2Pp/1P2B2P/5P2/6K1 w - - 1 32,b6d8 d6h2 g1h2 d5d8,1053,77,83,264,crushing discoveredAttack endgame short,https://lichess.org/B3PLiV8G#63
0rxFF,6rr/pppq4/2np1k2/4pbp1/2P3B1/3P3P/PP3PP1/R1BQ1RK1 w - - 2 17,d1f3 c6d4 f3f5 d4f5,1196,75,88,508,crushing middlegame short,https://lichess.org/TaHhiFpO#33
0Xp26,3rr1k1/1q3pb1/2pB1npp/p3p3/Pp2P3/1B3Q1P/1PPR1PP1/3R2K1 w - - 6 22,d6e5 d8d2 d1d2 e8e5,1424,75,92,644,crushing intermezzo middlegame short,https://lichess.org/U3bviNUu#43
0bfn3,2r1k2r/3bqp2/p3p1p1/3pP3/3P2p1/2N2N2/PPQ2PP1/R2R2K1 w k - 0 20,f3d2 e7h4 g1f1 d7b5 c3b5 c8c2,1931,84,88,34,crushing long middlegame,https://lichess.org/YgC9G4xY#39
0ASPk,3r4/1p1q1b1k/p3p2p/Q3Pp2/3P1Pp1/1B2K1P1/P7/3R4 b - - 2 38,d7c6 a5d8 c6c3 e3e2,2118,76,88,119,crushing defensiveMove endgame hangingPiece master short,https://lichess.org/8SrKB6zg/black#76
03FZy,8/8/3N4/3n1pk1/1PpP4/2P2K2/8/8 b - - 5 56,d5c3 b4b5 c3d5 d6c4 d5c7 b5b6,1921,75,91,697,crushing endgame knightEndgame long master quietMove,https://lichess.org/MR93MbXD/black#112
0KTJF,rr4k1/6pp/3p4/2bPp3/PPP5/2K5/R5PP/1R6 b - - 8 31,g8f7 b1f1 f7e7 b4c5,1386,76,82,253,advantage endgame short,https://lichess.org/DJtMR3p9/black#62
0rUoJ,r4r2/p6k/3pQ1p1/1p5p/2pq4/4R3/P1P3PP/4R2K b - - 3 29,a8e8 e6d7 d4g7 d7g7 h7g7 e3e8,1536,75,95,9049,crushing endgame long,https://lichess.org/BgMyx7r7/black#58
0RbvH,r5k1/pp3ppp/1qp2P2/4Qb2/n4B2/P2P3P/1PP2P2/2K1R3 b - - 0 28,f5g6 e5e8 a8e8 e1e8,1219,207,100,26,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/9etwTHcf/black#56
0eRtj,4rr2/1b4k1/p4pp1/1p5p/2pNq3/P1P3QP/1P3PP1/3RR1K1 b - - 1 28,h5h4 g3c7 f8f7 e1e4,1915,91,59,32,crushing middlegame short,https://lichess.org/bhPRT5K1/black#56
0Uv1M,r2qkb1r/ppp3p1/2n2n1p/3pp3/7B/2N2P1P/PPP2PP1/R2QKB1R w KQkq - 0 10,c3d5 d8d5 d1d5 f6d5,1504,75,95,2581,crushing opening short,https://lichess.org/WfPara5T#19
0xqAX,8/8/6p1/4kp1p/7P/4K1P1/5P2/8 b - - 3 72,e5f6 e3f4 f6e7 f4g5 e7f7 g5h6,2229,77,90,973,crushing endgame long pawnEndgame zugzwang,https://lichess.org/lvwlzedj/black#144
0kSG8,2kr1b1r/ppp4p/3p1qp1/4pb2/2Bn4/P2P1N2/1PP2PPP/R1BQK2R w KQ - 2 12,c1g5 d4f3 d1f3 f6g5,1127,76,83,166,crushing opening short,https://lichess.org/vPxlAef5#23
0qSkE,3r4/p4k2/1p2p1p1/2p2p1p/Pnn2P1P/2BP4/2PK4/3B1NR1 w - - 0 36,d2c1 b4a2 c1b1 a2c3,1271,223,100,8,crushing fork middlegame short,https://lichess.org/zCrL2bmC#71
0N3gQ,5r2/4q1k1/2p1p1p1/1pPpPp1r/pP1P1R1P/P3P1P1/3K1R2/5Q2 w - - 9 54,f1h3 g6g5 g3g4 h5h4 g4f5 g5f4 f5f6 f8f6 e5f6 e7f6,2654,96,84,398,advantage endgame veryLong,https://lichess.org/9Kbp5QDF#107
0Yc70,3rk1nr/4pp2/ppN3p1/3P2qp/1P6/2PQ1B2/5P1b/1R2RK2 b k - 0 29,d8d7 d3a6 e8f8 a6c8 f8g7 c8d7,1959,75,90,816,advantage fork long middlegame,https://lichess.org/SaNytxRb/black#58
077Ow,8/8/7p/3k2p1/pp1P4/2r2N1P/2K3P1/2R5 w - - 2 46,c2b2 a4a3 b2b1 a3a2 b1a2 c3c1,1790,76,94,336,advancedPawn crushing deflection endgame exposedKing long,https://lichess.org/TAEvTXXH#91
0YWvz,4k3/6R1/8/7P/6K1/p7/8/r7 w - - 0 50,h5h6 a1g1 g4f3 g1g7 h6g7 e8f7 g7g8r f7g8,1084,83,93,1665,crushing endgame rookEndgame veryLong,https://lichess.org/x2MelY0b#99
0q3uG,2q5/3R4/K3p2k/1p3r2/p3QP2/P3P3/8/8 w - - 2 44,d7b7 f5f7 e4h1 h6g7,2449,89,89,455,crushing endgame master masterVsMaster pin short,https://lichess.org/j0gHPDqr#87
0kWMG,r5k1/pp1B2p1/7p/3p1p2/1B1PbP2/1P2N1P1/P6r/R4K2 w - - 0 31,e3f5 h2h1 f1f2 h1a1,1380,75,80,267,crushing middlegame short skewer,https://lichess.org/V5tOEfcm#61
0935z,2k5/1p4R1/1pPp1B2/1P3p1p/4pP1P/r3K3/r7/2R5 w - - 3 34,e3d4 a3d3 d4c4 a2a4,2081,81,94,1343,endgame mate mateIn2 short,https://lichess.org/DUX12sP1#67
0LyXU,2r2rk1/p1q1bppp/b3pn2/6B1/2NP4/1B1nP3/P2N1PPP/R2QR1K1 w - - 7 17,e1e2 f6g4 g5f4 d3f4,1930,78,82,58,advantage middlegame short,https://lichess.org/TwoIsJJZ#33
0Gx8K,2r2rk1/5pp1/pp2p3/3b2p1/1P1P4/P2BR3/5PPP/2R3K1 w - - 2 22,c1c2 c8c2 d3c2 f8c8,1294,75,90,1012,clearance crushing endgame short,https://lichess.org/GAUfcc07#43
0No6U,1rb2rk1/1pN2ppp/p1n5/4p3/P2PN3/2P1P3/q4PPP/1R1QK2R w K - 0 16,c7a6 b7a6 b1b8 c6b8,1575,80,47,39,advantage hangingPiece middlegame short,https://lichess.org/j0p0PHNS#31
0NgNF,4rr1k/pppb2pp/2n5/8/4Q1nq/1P4NP/PBP1PPB1/R3K2R w KQ - 1 16,e4c4 g4e3 c4h4 e3g2 e1d2 g2h4,2458,221,92,6,crushing fork long middlegame sacrifice,https://lichess.org/LGnCt2o7#31
0WxXn,6n1/2p1p1k1/4Ppp1/1N6/4Q3/8/PPP2q1r/1K1R4 b - - 0 28,f2c2 e4c2 h2c2 b1c2,938,97,81,30,crushing endgame short,https://lichess.org/WJ896IQz/black#56
0RFmd,r6k/pp4pp/7r/1P3p1q/1P2pP2/1QPnBPP1/6RP/5RK1 w - - 5 26,c3c4 e4f3 g2a2 f3f2 f1f2 d3f2,1639,76,80,205,advancedPawn crushing kingsideAttack long middlegame,https://lichess.org/JCjob3ur#51
0JYRN,2k1r2r/pp1q2p1/1bn5/6Bp/2QpN3/3P4/PP3PPP/R4RK1 w - - 0 19,e4c5 d7f5 a1c1 f5g5,2005,74,92,422,advantage middlegame short,https://lichess.org/vW2TGfm5#37
0lnBs,rnbq1rk1/4ppB1/p2p1np1/2pP3P/1p2P3/8/PPPQNp2/R2K1BNR b - - 1 14,f2g1q d2h6 g1f1 h1f1,1679,74,92,528,crushing middlegame short,https://lichess.org/aWuA5Pem/black#28
0Rl3F,1r5k/1P6/B1p1q2p/2Qb2p1/3P1p2/4p3/5PPP/1R4K1 w - - 0 34,f2e3 e6e3 g1f1 f4f3 g2g3 e3d2 c5d6 d2g2,2513,83,84,79,crushing endgame veryLong,https://lichess.org/5NZydYHu#67
00xyk,3r1rk1/1b1n1qn1/pp1Q2p1/2p3Pp/P1P1Pp1N/2P2B1P/5B1K/R4R2 b - - 1 25,d7e5 d6e5 d8e8 e5d6,1760,76,85,165,advantage hangingPiece middlegame short,https://lichess.org/tXpGxaU8/black#50
0I3RT,r2q1rk1/3bbpp1/p1n4p/1p1p3n/8/1P1Q1NB1/P1BN1PPP/R3K2R b KQ - 1 16,e7f6 d3h7,795,164,100,20,mate mateIn1 middlegame oneMove,https://lichess.org/47jksG12/black#32
0hGpe,r5k1/1p3ppp/p5n1/3B1Q2/P2R4/1Pq5/5PPP/3Rr1K1 w - - 4 25,d1e1 c3e1,1081,166,100,34,mate mateIn1 middlegame oneMove,https://lichess.org/Fxwxdwfz#49
0bLrq,b3r1k1/6p1/p1P1p1qp/2BpP1b1/P2N1p2/2P4Q/5PPP/1r1R2K1 w - - 0 32,d1b1 g6b1,632,100,64,239,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/BssiGYMo#63
0VRDF,4r3/1Q2pp1p/3p1kp1/2pP4/2P5/4P1PP/5PK1/4qB2 b - - 8 31,f6g5 b7d7 e8a8 d7e7 g5h6 e7f7,1997,95,74,31,crushing endgame long,https://lichess.org/UQOAoxt9/black#62
00gtb,3q2k1/1Q3p1p/1p4p1/pP1pP3/P1r5/7P/6P1/3R2K1 w - - 0 31,d1d5 c4c1 g1h2 d8g5 b7b8 g8g7 e5e6 g5d5,1469,197,-100,7,crushing endgame veryLong,https://lichess.org/EYvcgkvd#61
0KNaC,7r/7p/p3p2P/2p2p2/k1Pb1P2/6R1/2N2P1K/8 b - - 1 36,d4f2 g3a3,756,110,79,30,endgame mate mateIn1 oneMove,https://lichess.org/uxu7y4Tx/black#72
0fsYJ,8/1q1p1k2/p3pBp1/1p1bPr1p/1P3P1P/P1Q2PK1/8/2R5 b - - 3 42,d5c6 c3c5 f5f6 e5f6,1463,75,89,686,crushing endgame short,https://lichess.org/vrkqKl7i/black#84
0Y1g9,2r1rbk1/p2R1ppp/bp2p3/4P3/2P1B3/5PPq/PB2Q2P/2R3K1 b - - 2 22,b6b5 c4b5 c8c1 b2c1 f8c5 g1h1,2379,85,85,41,crushing defensiveMove long middlegame,https://lichess.org/4Jn3WiVj/black#44
0zzZS,B2q1rk1/2p2ppp/p2b4/1p6/6n1/4Q3/PP3PPP/R1B2RK1 w - - 1 18,e3e1 d6h2 g1h1 d8h4 c1g5 h4h5,2372,85,90,345,crushing kingsideAttack long middlegame,https://lichess.org/CuFLCysj#35
0KXnD,r1r3k1/1pq1bp1p/3pbp2/4p1P1/2B1P2P/pP2BP2/P2Q4/N1KR3R b - - 0 19,e6c4 b3c4 c7c4 c1b1,2110,76,91,849,advantage defensiveMove middlegame short,https://lichess.org/x3UHDjNB/black#38
0BHm0,2r2r2/pq2bpk1/2b1p2p/1p2P1p1/1PpPN1Q1/P3P3/3N2PP/1RR3K1 w - - 8 26,c1f1 h6h5 g4h5 c6e4 d2e4 b7e4,2100,77,91,1698,crushing deflection long middlegame,https://lichess.org/Azg8ciPd#51
0UXyj,2r1r1k1/3n2b1/p1b1q1pp/3pPp2/2pP1P1N/2P1QR1P/P1B3P1/R5K1 b - - 2 23,e6e7 h4g6 e7f7 g6h4,2111,78,78,63,advantage middlegame short,https://lichess.org/WYN83Rag/black#46
0E3VD,2kB3r/pq1n4/3bpp2/8/4b3/5NPp/1PP1QP1K/R2R4 b - - 1 25,c8d8 d1d6 e4f3 e2e6,2010,74,88,96,crushing middlegame short skewer,https://lichess.org/u1VYcAJX/black#50
0vCCy,6k1/p4ppp/4p3/4P3/2r2n2/7P/PB3PP1/4R1K1 b - - 0 27,f4d3 e1d1 f7f5 d1d3,1485,74,96,6796,crushing endgame short,https://lichess.org/DcLdQcmU/black#54
0XKwZ,rb3r1k/6p1/2p3Pp/pp3Q2/3R1B2/2P5/PP4P1/5R1K b - - 0 30,f8f5 d4d8 f5f8 d8f8,705,102,68,191,endgame master mate mateIn2 short,https://lichess.org/GiA8c9Uz/black#60
0pdFV,r2qr1k1/1pp1bp1p/p5p1/3Pp2Q/8/2N5/PPnN1BPP/3R1RK1 w - - 0 17,h5e5 e7d6 e5e8 d8e8,1855,75,88,264,advantage middlegame short trappedPiece,https://lichess.org/0FClyoBj#33
0OWfL,2r1r1k1/1p2bppp/p5q1/P3B3/1P4n1/2P2Q2/3NR1PP/4R1K1 b - - 0 29,e7h4 e5g3 e8e2 f3e2 h7h6 g3h4,1490,284,100,3,crushing long master middlegame,https://lichess.org/3VZG6Btj/black#58
0Yz7J,3q1rk1/pbR2pp1/1p3b1p/1N1p4/8/PQ1nPNP1/1P4PP/6K1 w - - 0 20,c7b7 d3c5,1426,77,94,12784,crushing middlegame oneMove,https://lichess.org/NkdKB2fE#39
0hZjB,8/2Qk1p2/4p2p/pN1p1b2/1p6/P2P4/1qP4K/8 b - - 1 42,d7e8 b5d6 e8f8 c7f7,1533,226,100,12,endgame mate mateIn2 short,https://lichess.org/SCtVPB6M/black#84
0NdSU,2r2rk1/q3n1b1/p4p2/1n2p2p/2B1P1pP/Q5B1/PP3PP1/2RR2K1 b - - 0 25,g8h7 c4b5 c8c1 d1c1,1200,74,96,1145,advantage middlegame short,https://lichess.org/msG1C3wX/black#50
0jNuL,1r2r1k1/5pbp/p3P1p1/6n1/N1p5/2Pb2B1/PP3RPP/4R1K1 b - - 0 24,b8b5 e6f7 g5f7 e1e8,1278,76,87,515,advancedPawn advantage discoveredAttack fork middlegame short,https://lichess.org/VT87GX7j/black#48
0plte,r2qr1kQ/pp6/1n1p2p1/8/2b5/2N2N2/PP3PP1/2K4R b - - 3 22,g8f7 h1h7 f7e6 f3d4,2170,79,95,2663,mate mateIn2 middlegame short,https://lichess.org/xlFzMh79/black#44
0377r,8/1Bp2pkp/5np1/4n3/1pPpP3/3P2P1/2P2P1P/B5K1 w - - 4 31,a1d4 e5f3 g1f1 f3d4,723,79,100,226,crushing endgame fork short,https://lichess.org/LpzgNNtv#61
0ziIt,r1bq1rk1/ppp2ppp/2pb4/8/3QP3/2N2N2/PPP2PPn/R1B1R1K1 w - - 0 10,f3h2 d6h2 g1h2 d8d4,1258,78,88,285,crushing discoveredAttack kingsideAttack opening short,https://lichess.org/OhlPsffF#19
0wAaF,r1bk3r/pp3p1p/1q1b2p1/2pP1p2/1nB1Q1P1/P1N1P3/1P3P1P/R3K1NR w KQ - 0 13,g4f5 c8f5 e4h4 d6e7,1245,196,100,8,crushing master middlegame short,https://lichess.org/p1kCyu7N#25
0UQiN,4r3/pp4kp/2b3p1/8/nPBr2P1/3P4/P6P/R1B2RK1 w - - 0 27,b4b5 d4g4 g1f2 g4g2,1695,77,95,2572,mate mateIn2 middlegame short,https://lichess.org/UzCSw0oR#53
0oqut,8/2k4p/2p4b/5q2/3Qn3/2P4P/P4rP1/4RRK1 b - - 1 27,f2g2 g1g2 f5g5 g2h1,2250,93,70,45,crushing defensiveMove hangingPiece middlegame short,https://lichess.org/9AOw036s/black#54
0flKz,r2k3r/pppb1Bp1/4NqQp/n3p3/1b6/6P1/PP2PP1P/R1B2K1R b - - 3 17,d7e6 g6f6 g7f6 f7e6,1570,500,100,1,equality intermezzo middlegame short,https://lichess.org/NGhvbPs1/black#34
0m4oU,r4k2/p3ppbQ/2n3pB/8/6p1/5p2/PPp5/K1Rq4 b - - 1 30,g7h6 h7h8,1448,87,35,154,endgame master mate mateIn1 oneMove,https://lichess.org/h21r4vYn/black#60
0Taop,2rq2k1/5ppp/4rn2/5NB1/1Q4P1/3n3P/1P6/R4RK1 w - - 0 29,b4a3 d8b6 g5e3 e6e3,1636,355,100,2,crushing middlegame short,https://lichess.org/dS3YOFkE#57
0aNsP,r5k1/1b3ppp/p2q1n2/1p1PrQ2/8/P1N5/BP3PPP/2RR2K1 w - - 4 23,f5f4 e5e1 d1e1 d6f4,1038,83,94,987,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/aqR4sKBg#45
033Pi,r1b2rk1/pp3p2/6p1/q6p/2P2B2/3P4/P2N1PpP/Q3R1K1 b - - 0 20,c8e6 f4h6 f7f6 e1e6,1762,75,86,86,advantage middlegame short,https://lichess.org/PioCNltD/black#40
1293x,8/8/1R6/2B2kpp/1P6/2b4P/5PPK/1r6 w - - 4 50,b6b8 c3e5 g2g3 e5b8,1111,79,81,226,crushing endgame fork master short,https://lichess.org/Dxqo7rPK#99
0M23s,r1bq3k/p1p4p/1p1p1n1Q/2nPp3/2P1P3/2N4N/PP2B3/2K3R1 b - - 2 20,c8h3 h6g7,1142,128,100,59,mate mateIn1 middlegame oneMove,https://lichess.org/ys6hiQkU/black#40
0EXNr,r3r1k1/ppp2ppp/2p5/2b5/2P2B1q/5P2/PQ2B2P/4RK1R w - - 1 19,f4g3 h4h3,1099,77,96,318,mate mateIn1 middlegame oneMove,https://lichess.org/jXfCPAZu#37
0ZQFf,5r1k/2pn2r1/1pNpqp1p/pP6/2PQPR2/6PP/P6K/5R2 b - - 2 34,f8g8 f4f6 e6f6 f1f6,1500,500,100,0,crushing middlegame short,https://lichess.org/dfh0Fxpg/black#68
0UVka,1r1r1nk1/p4p1b/1p3qPp/2p1p3/B1Pp2P1/P2P1Q1P/1P6/R1B2RK1 b - - 0 28,f6f3 g6h7 f8h7 f1f3,1647,76,76,121,advancedPawn advantage intermezzo middlegame short,https://lichess.org/KpTLkp2k/black#56
0cP0D,1k1r3r/ppp3p1/q4np1/3p4/1n2P3/P1N1P2P/1PPQN1P1/2KR3R b - - 0 18,d5e4 d2d8 h8d8 d1d8,662,90,79,283,backRankMate mate mateIn2 middlegame short,https://lichess.org/cO1pqEBg/black#36
066HE,r3k2r/1p3pp1/p3p1p1/4R3/2Pp2n1/1P1P1B1q/P4P2/RN1Q2K1 w kq - 2 21,e5g5 h3h2 g1f1 h2f2,1093,79,96,2293,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/TyeN4ZOm#41
08EHL,r4rk1/1b2qp1p/p3p1n1/1p2PpQ1/2p2B1P/2P5/PPB2PP1/R3R1K1 w - - 1 21,g5f6 e7f6 e5f6 g6f4,1066,84,93,374,crushing middlegame short,https://lichess.org/P28NMNrT#41
0l5a4,1kqr4/R4p2/2p1p2p/1p2P1p1/2nB4/2Q1P2P/5PP1/6K1 b - - 0 30,d8d7 c3a1 c8b7 a7b7,1896,75,93,1379,crushing endgame quietMove short,https://lichess.org/ntPLSr1b/black#60
047ri,8/7p/RP2p3/2K2kP1/5P2/4r3/P7/7b b - - 0 37,e3f3 b6b7 f3c3 c5d4 h1b7 a6a5 f5f4 d4c3,2316,74,92,865,advancedPawn crushing defensiveMove endgame veryLong,https://lichess.org/lXRFBqSA/black#74
0tXVe,8/2bB4/1p6/2p4p/2K1p3/PPP4P/5k2/8 w - - 1 44,d7c6 e4e3,1206,76,79,174,bishopEndgame crushing endgame oneMove,https://lichess.org/QeSdoDHH#87
0dVMJ,r2k1r2/ppp3p1/3p1nBp/8/5Pb1/7P/PB4P1/1R2R2K b - - 0 24,g4h5 b2f6 g7f6 g6h5,1279,75,90,1633,advantage middlegame short,https://lichess.org/G93iq23u/black#48
04wxY,1r1q1rk1/p1nbppbp/3p2p1/3n4/1pP5/1P2PN2/R1QBBPPP/3N1RK1 b - - 1 15,d7f5 e3e4 f5e4 c2e4,1346,75,93,2766,advantage fork middlegame short,https://lichess.org/D7IvZELx/black#30
0fQ3Q,r1bq1rk1/pp1p1ppp/8/2pBp1b1/3nP3/P2P3P/1PPQ1PP1/R1B1K1NR w KQ - 3 11,d2c3 g5c1 a1c1 d8g5,1667,74,90,428,clearance crushing middlegame short,https://lichess.org/pVhHdD6X#21
